# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308233_pairs.txt" "results/alignment/SRR35308233.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam
gene-M8Y62_22130	CP097651.1	4598238	4599284	+	1047	169
gene-M8Y62_22135	CP097651.1	4599391	4600179	+	789	389
gene-M8Y62_22140	CP097651.1	4600229	4601572	-	1344	485
gene-M8Y62_22145	CP097651.1	4601910	4602368	+	459	69
gene-M8Y62_22150	CP097651.1	4602374	4603048	-	675	26
gene-M8Y62_22155	CP097651.1	4603009	4603731	-	723	12
gene-M8Y62_22160	CP097651.1	4603997	4604878	-	882	24
gene-M8Y62_22165	CP097651.1	4604895	4606079	-	1185	112
gene-M8Y62_22170	CP097651.1	4606359	4607135	+	777	200
gene-M8Y62_22175	CP097651.1	4607126	4607599	+	474	129
gene-M8Y62_22180	CP097651.1	4607702	4608241	+	540	479
gene-M8Y62_22185	CP097651.1	4608244	4608981	+	738	482
gene-M8Y62_22190	CP097651.1	4609047	4609538	+	492	450
gene-M8Y62_22195	CP097651.1	4609795	4612086	+	2292	1171
gene-M8Y62_22200	CP097651.1	4612141	4613085	-	945	1826
gene-M8Y62_22205	CP097651.1	4613219	4614229	-	1011	10554
gene-M8Y62_22210	CP097651.1	4614247	4615308	-	1062	6635
gene-M8Y62_22215	CP097651.1	4615321	4616172	-	852	9119
gene-M8Y62_22220	CP097651.1	4616150	4616929	-	780	4032
gene-M8Y62_22225	CP097651.1	4616946	4617416	-	471	2576
gene-M8Y62_22230	CP097651.1	4617431	4617853	-	423	1725
gene-M8Y62_22235	CP097651.1	4617954	4620719	-	2766	862
gene-M8Y62_22240	CP097651.1	4620820	4621650	-	831	46
gene-M8Y62_22245	CP097651.1	4621683	4622216	+	534	241
gene-M8Y62_22250	CP097651.1	4622286	4623149	+	864	112
gene-M8Y62_22255	CP097651.1	4623146	4623745	-	600	17
gene-M8Y62_22260	CP097651.1	4623732	4624604	-	873	17
gene-M8Y62_22265	CP097651.1	4624614	4626107	-	1494	23
gene-M8Y62_22270	CP097651.1	4626293	4626685	-	393	127
gene-M8Y62_22275	CP097651.1	4626696	4628135	-	1440	90
gene-M8Y62_22280	CP097651.1	4628113	4628292	+	180	3
gene-M8Y62_22285	CP097651.1	4628336	4629556	+	1221	40
gene-M8Y62_22290	CP097651.1	4629586	4630602	-	1017	168
gene-M8Y62_22300	CP097651.1	4631169	4631609	-	441	252
gene-M8Y62_22310	CP097651.1	4631897	4632529	+	633	9
gene-M8Y62_22315	CP097651.1	4632526	4633290	+	765	10
gene-M8Y62_22320	CP097651.1	4633287	4634753	+	1467	21
gene-M8Y62_22325	CP097651.1	4634755	4635612	+	858	12
gene-M8Y62_22330	CP097651.1	4635622	4636002	+	381	5
gene-M8Y62_22335	CP097651.1	4636111	4636914	+	804	14
gene-M8Y62_22340	CP097651.1	4636925	4637722	+	798	14
gene-M8Y62_22345	CP097651.1	4637744	4639102	+	1359	19
gene-M8Y62_22350	CP097651.1	4639112	4640002	+	891	19
gene-M8Y62_22355	CP097651.1	4640228	4641790	+	1563	41
gene-M8Y62_22360	CP097651.1	4641810	4642322	+	513	43
gene-M8Y62_22365	CP097651.1	4642397	4643107	-	711	96
gene-M8Y62_22370	CP097651.1	4643235	4643858	-	624	94
gene-M8Y62_22375	CP097651.1	4644243	4646393	+	2151	926
gene-M8Y62_22380	CP097651.1	4646503	4646706	+	204	47
gene-M8Y62_22385	CP097651.1	4646718	4647674	+	957	222
gene-M8Y62_22390	CP097651.1	4648066	4648611	+	546	374
gene-M8Y62_22395	CP097651.1	4648709	4650079	-	1371	973
gene-M8Y62_22400	CP097651.1	4650238	4651176	-	939	79
gene-M8Y62_22405	CP097651.1	4651392	4652207	+	816	88
gene-M8Y62_22410	CP097651.1	4652255	4652917	+	663	20
gene-M8Y62_22415	CP097651.1	4652910	4654202	+	1293	109
gene-M8Y62_22420	CP097651.1	4654256	4655497	+	1242	128
gene-M8Y62_22425	CP097651.1	4655523	4655762	+	240	38
gene-M8Y62_22430	CP097651.1	4655860	4657011	+	1152	1198
gene-M8Y62_22435	CP097651.1	4657021	4657788	+	768	398
gene-M8Y62_22440	CP097651.1	4657785	4658039	+	255	78
gene-M8Y62_22445	CP097651.1	4658036	4659100	-	1065	296
gene-M8Y62_22450	CP097651.1	4659090	4660157	-	1068	56
gene-M8Y62_22455	CP097651.1	4660164	4660628	-	465	32
gene-M8Y62_22460	CP097651.1	4660793	4660957	-	165	78
gene-M8Y62_22465	CP097651.1	4661135	4662547	+	1413	107
gene-M8Y62_22470	CP097651.1	4662619	4663038	-	420	20
gene-M8Y62_22475	CP097651.1	4663032	4663940	-	909	22
gene-M8Y62_22480	CP097651.1	4664027	4664809	+	783	137
gene-M8Y62_22485	CP097651.1	4664846	4665802	-	957	50
gene-M8Y62_22490	CP097651.1	4665799	4666770	-	972	67
gene-M8Y62_22495	CP097651.1	4666763	4668247	-	1485	129
gene-M8Y62_22500	CP097651.1	4668298	4669281	-	984	193
gene-M8Y62_22505	CP097651.1	4669786	4670793	+	1008	345
gene-M8Y62_22510	CP097651.1	4671100	4672167	+	1068	523
gene-M8Y62_22515	CP097651.1	4672164	4674908	+	2745	845
gene-M8Y62_22520	CP097651.1	4674908	4676032	+	1125	334
gene-M8Y62_22525	CP097651.1	4676073	4676390	-	318	321
gene-M8Y62_22530	CP097651.1	4676995	4677110	-	116	28
gene-M8Y62_22535	CP097651.1	4677211	4680110	-	2900	11129
gene-M8Y62_22540	CP097651.1	4680293	4680368	-	76	111
gene-M8Y62_22545	CP097651.1	4680454	4681991	-	1538	7124
gene-M8Y62_22550	CP097651.1	4682583	4683704	+	1122	882
gene-M8Y62_22555	CP097651.1	4683752	4684285	-	534	238
gene-M8Y62_22560	CP097651.1	4684296	4684562	-	267	52
gene-M8Y62_22565	CP097651.1	4684665	4686098	-	1434	169
gene-M8Y62_22570	CP097651.1	4686088	4686771	-	684	335
gene-M8Y62_22575	CP097651.1	4686943	4688328	+	1386	17
gene-M8Y62_22580	CP097651.1	4688346	4688690	+	345	4
gene-M8Y62_22585	CP097651.1	4688736	4689998	+	1263	17
gene-M8Y62_22590	CP097651.1	4690010	4693159	+	3150	137
gene-M8Y62_22595	CP097651.1	4693232	4693579	+	348	49
gene-M8Y62_22600	CP097651.1	4693589	4694122	-	534	194
gene-M8Y62_22605	CP097651.1	4694239	4694967	+	729	836
gene-M8Y62_22610	CP097651.1	4695200	4695634	+	435	2987
gene-M8Y62_22615	CP097651.1	4695631	4696350	+	720	1568
gene-M8Y62_22620	CP097651.1	4696347	4697606	+	1260	2597
gene-M8Y62_22625	CP097651.1	4697608	4698330	+	723	674
gene-M8Y62_22630	CP097651.1	4698327	4699547	+	1221	1212
gene-M8Y62_22635	CP097651.1	4699544	4700029	+	486	163
gene-M8Y62_22640	CP097651.1	4700026	4700550	+	525	191
gene-M8Y62_22645	CP097651.1	4700547	4701098	+	552	333
gene-M8Y62_22650	CP097651.1	4701095	4702054	+	960	754
gene-M8Y62_22660	CP097651.1	4703806	4705188	-	1383	44
gene-M8Y62_22665	CP097651.1	4705460	4706779	-	1320	10
gene-M8Y62_22670	CP097651.1	4707206	4708645	+	1440	31
gene-M8Y62_22675	CP097651.1	4708704	4710383	+	1680	116
gene-M8Y62_22680	CP097651.1	4710466	4711104	-	639	51
gene-M8Y62_22690	CP097651.1	4712156	4712965	-	810	247
gene-M8Y62_22695	CP097651.1	4713063	4715285	+	2223	1987
gene-M8Y62_22705	CP097651.1	4717180	4718307	+	1128	94
gene-M8Y62_22710	CP097651.1	4718327	4718560	+	234	73
gene-M8Y62_22730	CP097651.1	4719576	4720337	-	762	39
gene-M8Y62_22735	CP097651.1	4720330	4722201	-	1872	489
gene-M8Y62_22740	CP097651.1	4722204	4726202	-	3999	1958
gene-M8Y62_22745	CP097651.1	4726253	4730284	-	4032	2270
gene-M8Y62_22750	CP097651.1	4730281	4733421	-	3141	1064
gene-M8Y62_22755	CP097651.1	4733469	4734521	-	1053	891
gene-M8Y62_22760	CP097651.1	4734984	4735763	-	780	233
gene-M8Y62_22765	CP097651.1	4735924	4736814	+	891	13
gene-M8Y62_22770	CP097651.1	4736953	4737147	+	195	3
gene-M8Y62_22775	CP097651.1	4737164	4738414	+	1251	26
gene-M8Y62_22780	CP097651.1	4738398	4738955	+	558	2
gene-M8Y62_22785	CP097651.1	4738945	4739817	+	873	19
gene-M8Y62_22790	CP097651.1	4739977	4740588	+	612	4
gene-M8Y62_22795	CP097651.1	4740578	4741003	+	426	7
gene-M8Y62_22800	CP097651.1	4741195	4743021	+	1827	22
gene-M8Y62_22805	CP097651.1	4743069	4743539	-	471	462
gene-M8Y62_22810	CP097651.1	4743926	4744369	+	444	6
gene-M8Y62_22815	CP097651.1	4744440	4744823	+	384	8
gene-M8Y62_22820	CP097651.1	4744935	4745594	+	660	9
gene-M8Y62_22825	CP097651.1	4745598	4746272	+	675	1
gene-M8Y62_22830	CP097651.1	4746251	4746769	+	519	3
gene-M8Y62_22835	CP097651.1	4746766	4748784	+	2019	21
gene-M8Y62_22840	CP097651.1	4748781	4749413	+	633	125
gene-M8Y62_22845	CP097651.1	4750016	4754971	+	4956	43352
gene-M8Y62_22850	CP097651.1	4754964	4756550	+	1587	9029
gene-M8Y62_22860	CP097651.1	4757211	4757444	+	234	47
gene-M8Y62_22865	CP097651.1	4757454	4757771	+	318	16
gene-M8Y62_22870	CP097651.1	4757773	4758126	+	354	10
gene-M8Y62_22875	CP097651.1	4758123	4758782	+	660	31
gene-M8Y62_22880	CP097651.1	4758779	4759546	+	768	38
gene-M8Y62_22885	CP097651.1	4759543	4760838	+	1296	33
gene-M8Y62_22890	CP097651.1	4760835	4761194	+	360	2
gene-M8Y62_22895	CP097651.1	4761191	4763821	+	2631	102
gene-M8Y62_22900	CP097651.1	4764309	4765586	+	1278	102
gene-M8Y62_22905	CP097651.1	4765784	4766011	-	228	39
gene-M8Y62_22910	CP097651.1	4766094	4766324	-	231	36
gene-M8Y62_22915	CP097651.1	4766428	4766703	+	276	47
gene-M8Y62_22920	CP097651.1	4766816	4767337	+	522	12
gene-M8Y62_22925	CP097651.1	4767334	4767708	+	375	6
gene-M8Y62_22930	CP097651.1	4767705	4768685	+	981	24
gene-M8Y62_22935	CP097651.1	4768696	4769712	+	1017	53
gene-M8Y62_22940	CP097651.1	4769793	4770833	-	1041	47
gene-M8Y62_22945	CP097651.1	4770892	4771845	-	954	35
gene-M8Y62_22955	CP097651.1	4774345	4775025	-	681	26
gene-M8Y62_22960	CP097651.1	4775129	4775641	-	513	31
gene-M8Y62_22965	CP097651.1	4776010	4776600	-	591	119
gene-M8Y62_22970	CP097651.1	4776812	4777744	+	933	44
gene-M8Y62_22975	CP097651.1	4777756	4779099	+	1344	37
gene-M8Y62_22980	CP097651.1	4779114	4780616	+	1503	11
gene-M8Y62_22985	CP097651.1	4780705	4781367	-	663	8
gene-M8Y62_22990	CP097651.1	4781693	4781983	+	291	6
gene-M8Y62_22995	CP097651.1	4782048	4782953	+	906	8
gene-M8Y62_23000	CP097651.1	4783019	4783390	+	372	27
gene-M8Y62_23005	CP097651.1	4783424	4784131	-	708	115
gene-M8Y62_23010	CP097651.1	4784118	4784819	-	702	1362
gene-M8Y62_23015	CP097651.1	4785053	4786645	+	1593	53
gene-M8Y62_23020	CP097651.1	4786789	4787055	-	267	60
gene-M8Y62_23030	CP097651.1	4788499	4789485	+	987	27
gene-M8Y62_23035	CP097651.1	4789906	4790937	+	1032	38
gene-M8Y62_23040	CP097651.1	4790937	4791926	+	990	26
gene-M8Y62_23045	CP097651.1	4791923	4793596	+	1674	16
gene-M8Y62_23050	CP097651.1	4794520	4795953	-	1434	51
gene-M8Y62_23055	CP097651.1	4796394	4798076	-	1683	106
gene-M8Y62_23060	CP097651.1	4798297	4798381	-	85	17
gene-M8Y62_23065	CP097651.1	4798971	4799651	+	681	16
gene-M8Y62_23070	CP097651.1	4799648	4801117	+	1470	14
gene-M8Y62_23075	CP097651.1	4801229	4802248	+	1020	243
gene-M8Y62_23080	CP097651.1	4802379	4803263	+	885	9
gene-M8Y62_23085	CP097651.1	4803253	4804140	+	888	7
gene-M8Y62_23090	CP097651.1	4804151	4804975	+	825	2
gene-M8Y62_23095	CP097651.1	4804981	4806051	+	1071	12
gene-M8Y62_23100	CP097651.1	4806191	4807501	+	1311	68
gene-M8Y62_23105	CP097651.1	4807645	4808544	-	900	1377
gene-M8Y62_23110	CP097651.1	4808568	4809452	-	885	1537
gene-M8Y62_23115	CP097651.1	4809494	4810507	-	1014	1502
gene-M8Y62_23120	CP097651.1	4810554	4812494	-	1941	1539
gene-M8Y62_23125	CP097651.1	4813000	4814913	+	1914	6513
gene-M8Y62_23130	CP097651.1	4815065	4815922	+	858	1764
gene-M8Y62_23135	CP097651.1	4817750	4818559	-	810	1012
gene-M8Y62_23140	CP097651.1	4818578	4820083	-	1506	1910
gene-M8Y62_23145	CP097651.1	4820436	4821257	+	822	138
gene-M8Y62_23150	CP097651.1	4821356	4822858	+	1503	443
gene-M8Y62_23155	CP097651.1	4822907	4823989	-	1083	892
gene-M8Y62_23160	CP097651.1	4823989	4825086	-	1098	1360
gene-M8Y62_23165	CP097651.1	4825476	4826987	+	1512	1077
gene-M8Y62_23170	CP097651.1	4827107	4827550	+	444	117
gene-M8Y62_23175	CP097651.1	4827550	4830405	+	2856	2902
gene-M8Y62_23180	CP097651.1	4830526	4831029	+	504	161
gene-M8Y62_23185	CP097651.1	4831099	4831863	-	765	391
gene-M8Y62_23190	CP097651.1	4831922	4832344	-	423	990
gene-M8Y62_23195	CP097651.1	4832508	4833512	+	1005	172
gene-M8Y62_23200	CP097651.1	4833574	4834026	-	453	66
gene-M8Y62_23205	CP097651.1	4834221	4834325	+	105	8
gene-M8Y62_23210	CP097651.1	4834362	4835297	+	936	46
gene-M8Y62_23215	CP097651.1	4835311	4835772	+	462	15
gene-M8Y62_23220	CP097651.1	4835925	4836311	+	387	2491
gene-M8Y62_23225	CP097651.1	4836385	4839093	-	2709	266
gene-M8Y62_23230	CP097651.1	4839473	4840420	+	948	98
gene-M8Y62_23235	CP097651.1	4840551	4841969	+	1419	3197
gene-M8Y62_23240	CP097651.1	4842021	4843676	+	1656	4684
gene-M8Y62_23245	CP097651.1	4843732	4845084	-	1353	992
gene-M8Y62_23250	CP097651.1	4845111	4846418	-	1308	69
gene-M8Y62_23255	CP097651.1	4846509	4846772	-	264	12
gene-M8Y62_23260	CP097651.1	4846902	4847075	+	174	9
gene-M8Y62_23265	CP097651.1	4847078	4847821	+	744	66
gene-M8Y62_23270	CP097651.1	4848178	4850316	+	2139	2153
gene-M8Y62_23275	CP097651.1	4850645	4851109	+	465	254
gene-M8Y62_23280	CP097651.1	4851113	4851397	-	285	48
gene-M8Y62_23285	CP097651.1	4851387	4851629	-	243	33
gene-M8Y62_23290	CP097651.1	4851707	4853617	-	1911	131
gene-M8Y62_23295	CP097651.1	4853640	4854794	-	1155	128
gene-M8Y62_23300	CP097651.1	4854861	4855601	-	741	88
gene-M8Y62_23305	CP097651.1	4855598	4856716	-	1119	106
gene-M8Y62_23310	CP097651.1	4856700	4857833	-	1134	65
gene-M8Y62_23315	CP097651.1	4857939	4858583	-	645	75
gene-M8Y62_23320	CP097651.1	4858597	4859373	-	777	84
gene-M8Y62_23325	CP097651.1	4859395	4859694	-	300	48
gene-M8Y62_23330	CP097651.1	4859697	4860059	-	363	37
gene-M8Y62_23335	CP097651.1	4860070	4860408	-	339	36
gene-M8Y62_23340	CP097651.1	4860512	4860643	+	132	33
gene-M8Y62_23345	CP097651.1	4860698	4861084	-	387	861
gene-M8Y62_23350	CP097651.1	4861121	4862473	-	1353	1174
gene-M8Y62_23355	CP097651.1	4862569	4863120	+	552	259
gene-M8Y62_23360	CP097651.1	4863540	4864903	+	1364	614
gene-M8Y62_23370	CP097651.1	4865709	4866917	+	1209	113
gene-M8Y62_23375	CP097651.1	4866961	4867488	-	528	30
gene-M8Y62_23380	CP097651.1	4867557	4868930	-	1374	471
gene-M8Y62_23385	CP097651.1	4869106	4870104	+	999	1943
gene-M8Y62_23390	CP097651.1	4870147	4871145	-	999	80
gene-M8Y62_23395	CP097651.1	4871132	4872157	-	1026	19
gene-M8Y62_23400	CP097651.1	4872168	4873670	-	1503	74
gene-M8Y62_23405	CP097651.1	4873794	4874750	-	957	83
gene-M8Y62_23410	CP097651.1	4875154	4875684	+	531	1298
gene-M8Y62_23420	CP097651.1	4876064	4876408	-	345	1032
gene-M8Y62_23425	CP097651.1	4876411	4880187	-	3777	3243
gene-M8Y62_23430	CP097651.1	4880184	4881917	-	1734	670
gene-M8Y62_23435	CP097651.1	4882126	4882764	+	639	164
gene-M8Y62_23440	CP097651.1	4882945	4884282	+	1338	1195
gene-M8Y62_23450	CP097651.1	4884545	4884751	-	207	3564
gene-M8Y62_23455	CP097651.1	4885075	4885632	+	558	428
gene-M8Y62_23460	CP097651.1	4885622	4886365	-	744	1114
gene-M8Y62_23465	CP097651.1	4886557	4888500	+	1944	945
gene-M8Y62_23470	CP097651.1	4888555	4888926	-	372	128
gene-M8Y62_23475	CP097651.1	4889016	4889864	+	849	205
gene-M8Y62_23480	CP097651.1	4889942	4890766	+	825	171
gene-M8Y62_23485	CP097651.1	4890842	4891813	+	972	77
gene-M8Y62_23490	CP097651.1	4891896	4892558	+	663	18
gene-M8Y62_23495	CP097651.1	4892663	4894066	-	1404	642
gene-M8Y62_23500	CP097651.1	4894371	4894991	-	621	418
gene-M8Y62_23505	CP097651.1	4895210	4895884	+	675	503
gene-M8Y62_23510	CP097651.1	4895993	4896442	-	450	2163
gene-M8Y62_23515	CP097651.1	4896484	4896711	-	228	1699
gene-M8Y62_23520	CP097651.1	4896716	4897030	-	315	2253
gene-M8Y62_23525	CP097651.1	4897036	4897431	-	396	5779
gene-M8Y62_23530	CP097651.1	4897772	4898047	+	276	105
gene-M8Y62_23535	CP097651.1	4898197	4899390	+	1194	32
gene-M8Y62_23540	CP097651.1	4899454	4900140	-	687	130
gene-M8Y62_23545	CP097651.1	4900140	4900994	-	855	120
gene-M8Y62_23550	CP097651.1	4901004	4901654	-	651	89
gene-M8Y62_23555	CP097651.1	4901668	4902135	-	468	118
gene-M8Y62_23560	CP097651.1	4902145	4902450	-	306	53
gene-M8Y62_23565	CP097651.1	4902463	4903863	-	1401	55
gene-M8Y62_23570	CP097651.1	4904226	4905290	+	1065	139
gene-M8Y62_23575	CP097651.1	4905398	4906153	+	756	68
gene-M8Y62_23580	CP097651.1	4906150	4906866	-	717	259
gene-M8Y62_23585	CP097651.1	4907076	4907384	+	309	867
gene-M8Y62_23590	CP097651.1	4907522	4907797	+	276	380
gene-M8Y62_23595	CP097651.1	4907788	4909425	-	1638	447
gene-M8Y62_23600	CP097651.1	4909550	4910281	-	732	1549
gene-M8Y62_23605	CP097651.1	4910363	4912795	-	2433	11190
gene-M8Y62_23610	CP097651.1	4912832	4913257	-	426	2299
gene-M8Y62_23615	CP097651.1	4913408	4914706	-	1299	2446
gene-M8Y62_23620	CP097651.1	4914809	4915006	-	198	251
gene-M8Y62_23625	CP097651.1	4915229	4915519	+	291	94
gene-M8Y62_23630	CP097651.1	4915602	4916606	-	1005	4709
gene-M8Y62_23635	CP097651.1	4916609	4917871	-	1263	3950
gene-M8Y62_23640	CP097651.1	4917937	4919217	-	1281	3522
gene-M8Y62_23645	CP097651.1	4919293	4919601	-	309	1624
gene-M8Y62_23650	CP097651.1	4919694	4920644	-	951	6199
gene-M8Y62_23655	CP097651.1	4920637	4922496	-	1860	1702
gene-M8Y62_23660	CP097651.1	4922507	4923862	-	1356	1093
gene-M8Y62_23665	CP097651.1	4923879	4924340	-	462	528
gene-M8Y62_23670	CP097651.1	4924333	4925844	-	1512	1119
gene-M8Y62_23675	CP097651.1	4925858	4926997	+	1140	1396
gene-M8Y62_23680	CP097651.1	4927268	4927343	-	76	159
gene-M8Y62_23685	CP097651.1	4927416	4927491	-	76	181
gene-M8Y62_23690	CP097651.1	4927560	4927635	-	76	217
gene-M8Y62_23695	CP097651.1	4927930	4928661	+	732	181
gene-M8Y62_23700	CP097651.1	4928705	4929250	-	546	204
gene-M8Y62_23705	CP097651.1	4929345	4930406	+	1062	775
gene-M8Y62_23710	CP097651.1	4930567	4931529	+	963	615
gene-M8Y62_23715	CP097651.1	4931553	4934882	+	3330	861
gene-M8Y62_23720	CP097651.1	4934920	4936422	-	1503	103
gene-M8Y62_23725	CP097651.1	4936606	4937583	-	978	269
gene-M8Y62_23730	CP097651.1	4937859	4939649	+	1791	9266
gene-M8Y62_23735	CP097651.1	4939642	4940376	+	735	7934
gene-M8Y62_23740	CP097651.1	4940387	4940782	+	396	5711
gene-M8Y62_23745	CP097651.1	4940793	4941152	+	360	2842
gene-M8Y62_23750	CP097651.1	4941266	4941799	+	534	513
gene-M8Y62_23755	CP097651.1	4941796	4942113	-	318	226
gene-M8Y62_23760	CP097651.1	4942257	4942403	-	147	591
gene-M8Y62_23765	CP097651.1	4942563	4942694	-	132	50
gene-M8Y62_23770	CP097651.1	4942768	4943334	-	567	760
gene-M8Y62_23775	CP097651.1	4943376	4944404	+	1029	225
gene-M8Y62_23780	CP097651.1	4944525	4945169	-	645	23
gene-M8Y62_23785	CP097651.1	4945651	4946214	+	564	22
gene-M8Y62_23790	CP097651.1	4946273	4946959	+	687	9
gene-M8Y62_23795	CP097651.1	4946995	4949538	+	2544	211
gene-M8Y62_23800	CP097651.1	4949562	4950596	+	1035	14
gene-M8Y62_23805	CP097651.1	4950899	4951267	+	369	21
gene-M8Y62_23810	CP097651.1	4951372	4952658	+	1287	8
gene-M8Y62_23815	CP097651.1	4952651	4954774	+	2124	28
gene-M8Y62_23820	CP097651.1	4954786	4955649	+	864	21
gene-M8Y62_23825	CP097651.1	4955704	4956057	-	354	470
gene-M8Y62_23830	CP097651.1	4956318	4957964	-	1647	2898
gene-M8Y62_23835	CP097651.1	4958002	4958295	-	294	498
gene-M8Y62_23840	CP097651.1	4958528	4959778	+	1251	147
gene-M8Y62_23845	CP097651.1	4959829	4960305	-	477	275
gene-M8Y62_23850	CP097651.1	4960643	4962079	+	1437	14033
gene-M8Y62_23855	CP097651.1	4962195	4963496	+	1302	1658
gene-M8Y62_23860	CP097651.1	4963621	4963944	+	324	149
gene-M8Y62_23865	CP097651.1	4963920	4965716	+	1797	783
gene-M8Y62_23870	CP097651.1	4965737	4966327	+	591	293
gene-M8Y62_23875	CP097651.1	4966395	4968482	+	2088	336
gene-M8Y62_23880	CP097651.1	4968598	4968673	+	76	17
gene-M8Y62_23885	CP097651.1	4969629	4969919	-	291	209
gene-M8Y62_23895	CP097651.1	4970232	4970798	-	567	45
gene-M8Y62_23900	CP097651.1	4971432	4973879	+	2448	33
gene-M8Y62_23905	CP097651.1	4973888	4975903	+	2016	68
gene-M8Y62_23910	CP097651.1	4975896	4977224	+	1329	75
gene-M8Y62_23915	CP097651.1	4977224	4977673	+	450	12
gene-M8Y62_23920	CP097651.1	4977719	4978504	-	786	369
gene-M8Y62_23925	CP097651.1	4978730	4979413	+	684	34
gene-M8Y62_23930	CP097651.1	4979370	4979483	-	114	1
gene-M8Y62_23935	CP097651.1	4979559	4980476	+	918	1790
gene-M8Y62_23940	CP097651.1	4980476	4980781	+	306	538
gene-M8Y62_23945	CP097651.1	4981776	4982147	-	372	107
gene-M8Y62_23950	CP097651.1	4982157	4983113	-	957	343
gene-M8Y62_23955	CP097651.1	4983261	4983383	-	123	68
gene-M8Y62_23960	CP097651.1	4983389	4984804	-	1416	54
gene-M8Y62_23965	CP097651.1	4984898	4986250	-	1353	72
gene-M8Y62_23970	CP097651.1	4986490	4987428	+	939	55
gene-M8Y62_23975	CP097651.1	4987478	4988980	-	1503	1939
gene-M8Y62_23980	CP097651.1	4989525	4989860	+	336	364
gene-M8Y62_23985	CP097651.1	4990089	4990523	+	435	33
gene-M8Y62_23990	CP097651.1	4990679	4991404	+	726	15
gene-M8Y62_23995	CP097651.1	4991405	4991857	+	453	4
gene-M8Y62_24000	CP097651.1	4991854	4992438	+	585	1
gene-M8Y62_24005	CP097651.1	4992439	4993503	+	1065	18
gene-M8Y62_24010	CP097651.1	4993496	4994344	+	849	12
gene-M8Y62_24015	CP097651.1	4994341	4995099	+	759	7
gene-M8Y62_24020	CP097651.1	4995207	4995887	+	681	14
gene-M8Y62_24025	CP097651.1	4995884	4997020	+	1137	38
gene-M8Y62_24030	CP097651.1	4997020	4997583	+	564	37
gene-M8Y62_24035	CP097651.1	4997599	4998357	+	759	157
gene-M8Y62_24040	CP097651.1	4998379	4998732	-	354	444
gene-M8Y62_24045	CP097651.1	4998803	5001088	-	2286	84
gene-M8Y62_24050	CP097651.1	5001268	5002788	+	1521	34
gene-M8Y62_24055	CP097651.1	5002785	5003783	+	999	32
gene-M8Y62_24060	CP097651.1	5003814	5004755	+	942	66
gene-M8Y62_24065	CP097651.1	5004830	5005837	+	1008	116
gene-M8Y62_24070	CP097651.1	5005879	5006607	-	729	103
gene-M8Y62_24075	CP097651.1	5006880	5009027	+	2148	6013
gene-M8Y62_24080	CP097651.1	5009257	5009943	+	687	145
gene-M8Y62_24085	CP097651.1	5009980	5011293	-	1314	805
gene-M8Y62_24090	CP097651.1	5011405	5011605	-	201	2
gene-M8Y62_24095	CP097651.1	5011706	5013664	+	1959	470
gene-M8Y62_24100	CP097651.1	5013848	5014159	+	312	9
gene-M8Y62_24105	CP097651.1	5014159	5015811	+	1653	74
gene-M8Y62_24110	CP097651.1	5015858	5016955	-	1098	117
gene-M8Y62_24115	CP097651.1	5016975	5017526	-	552	17
gene-M8Y62_24120	CP097651.1	5017562	5020141	-	2580	133
gene-M8Y62_24125	CP097651.1	5020095	5020784	-	690	16
gene-M8Y62_24130	CP097651.1	5020845	5021402	-	558	18
gene-M8Y62_24135	CP097651.1	5021913	5022602	-	690	8
gene-M8Y62_24140	CP097651.1	5022599	5023006	-	408	11
gene-M8Y62_24145	CP097651.1	5023112	5023993	+	882	87
gene-M8Y62_24150	CP097651.1	5024156	5025802	-	1647	355
gene-M8Y62_24155	CP097651.1	5025950	5027299	-	1350	502
gene-M8Y62_24160	CP097651.1	5027688	5028356	-	669	93
gene-M8Y62_24165	CP097651.1	5028616	5029074	-	459	54
gene-M8Y62_24170	CP097651.1	5029159	5029488	+	330	1519
gene-M8Y62_24175	CP097651.1	5029473	5031077	-	1605	313
gene-M8Y62_24180	CP097651.1	5031584	5031865	+	282	408
gene-M8Y62_24185	CP097651.1	5031912	5032769	-	858	24
gene-M8Y62_24190	CP097651.1	5032766	5033599	-	834	21
gene-M8Y62_24195	CP097651.1	5033660	5034799	-	1140	29
gene-M8Y62_24200	CP097651.1	5034829	5035860	-	1032	7
gene-M8Y62_24205	CP097651.1	5036036	5036794	+	759	6
gene-M8Y62_24210	CP097651.1	5036791	5037804	+	1014	13
gene-M8Y62_24215	CP097651.1	5037815	5038576	+	762	46
gene-M8Y62_24220	CP097651.1	5038615	5038968	-	354	49
gene-M8Y62_24225	CP097651.1	5039520	5041943	-	2424	78
gene-M8Y62_24230	CP097651.1	5041965	5042195	+	231	3
gene-M8Y62_24235	CP097651.1	5042569	5044329	+	1761	142
gene-M8Y62_24240	CP097651.1	5044363	5044731	+	369	3
gene-M8Y62_24245	CP097651.1	5044995	5047253	-	2259	86
gene-M8Y62_24250	CP097651.1	5047839	5049419	+	1581	116
gene-M8Y62_24255	CP097651.1	5049544	5050068	-	525	4429
gene-M8Y62_24260	CP097651.1	5050320	5053145	+	2826	6965
