# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-B" "-C" "--countReadPairs" "-t" "gene" "-g" "locus_tag" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts/gene_counts.txt" "results/alignment/SRR35308233.sorted.bam" "results/alignment/SRR35308234.sorted.bam" "results/alignment/SRR35308235.sorted.bam" "results/alignment/SRR35308236.sorted.bam" "results/alignment/SRR35308237.sorted.bam" "results/alignment/SRR35308238.sorted.bam" "results/alignment/SRR35308239.sorted.bam" "results/alignment/SRR35308240.sorted.bam" "results/alignment/SRR35308241.sorted.bam" "results/alignment/SRR35308242.sorted.bam" "results/alignment/SRR35308243.sorted.bam" "results/alignment/SRR35308244.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam	results/alignment/SRR35308234.sorted.bam	results/alignment/SRR35308235.sorted.bam	results/alignment/SRR35308236.sorted.bam	results/alignment/SRR35308237.sorted.bam	results/alignment/SRR35308238.sorted.bam	results/alignment/SRR35308239.sorted.bam	results/alignment/SRR35308240.sorted.bam	results/alignment/SRR35308241.sorted.bam	results/alignment/SRR35308242.sorted.bam	results/alignment/SRR35308243.sorted.bam	results/alignment/SRR35308244.sorted.bam
M8Y62_20280	CP097651.1	4204819	4205352	-	534	506	549	492	614	724	736	1056	749	739	513	534	565
M8Y62_20285	CP097651.1	4205681	4206391	+	711	830	908	1088	867	1034	1291	5433	4286	4934	521	623	805
M8Y62_20290	CP097651.1	4206388	4206846	-	459	157	159	148	99	101	142	433	364	329	132	143	118
M8Y62_20295	CP097651.1	4206963	4207772	+	810	3560	3604	3171	7219	7106	6029	5274	3485	4064	7551	7701	4441
M8Y62_20300	CP097651.1	4207840	4208157	-	318	286	348	431	725	590	601	352	244	170	910	869	426
M8Y62_20305	CP097651.1	4208249	4209679	-	1431	101	119	126	98	121	112	429	245	279	150	148	106
M8Y62_20310	CP097651.1	4209770	4210030	-	261	39	41	39	46	58	50	128	85	68	97	134	91
M8Y62_20315	CP097651.1	4210330	4211529	-	1200	214	252	256	46	62	35	680	463	360	43	59	40
M8Y62_20320	CP097651.1	4211699	4212382	-	684	64	64	59	80	113	115	115	112	95	115	130	108
M8Y62_20325	CP097651.1	4212482	4213579	+	1098	1033	1078	1158	2022	2281	1957	2714	1979	2211	2333	2404	1692
M8Y62_20330	CP097651.1	4213612	4213815	-	204	61	57	56	39	33	24	125	101	74	40	37	61
M8Y62_20335	CP097651.1	4214068	4214370	+	303	1407	1554	1715	778	841	613	1349	879	926	429	567	465
M8Y62_20340	CP097651.1	4214367	4215473	-	1107	776	821	797	248	267	277	1626	1328	1291	206	247	220
M8Y62_20345	CP097651.1	4215492	4216712	-	1221	673	649	627	238	285	298	1460	1261	1167	200	210	157
M8Y62_20350	CP097651.1	4216830	4217342	-	513	163	181	176	149	186	173	408	250	286	194	183	170
M8Y62_20355	CP097651.1	4217561	4218721	+	1161	226	277	248	195	183	237	785	576	591	152	205	134
M8Y62_20360	CP097651.1	4218828	4219802	+	975	645	733	735	638	702	799	2130	1589	1538	457	603	437
M8Y62_20365	CP097651.1	4220256	4221974	+	1719	32	26	24	8	10	8	78	49	44	11	9	3
M8Y62_20370	CP097651.1	4222137	4222988	-	852	14	20	20	16	13	20	31	42	18	10	17	14
M8Y62_20375	CP097651.1	4222985	4223812	-	828	7	10	8	1	2	3	12	19	15	2	6	3
M8Y62_20380	CP097651.1	4223809	4224576	-	768	2	8	4	6	4	4	15	8	9	3	4	3
M8Y62_20385	CP097651.1	4224588	4225550	-	963	14	10	6	7	6	9	26	14	24	10	10	7
M8Y62_20390	CP097651.1	4225790	4226722	-	933	88	84	77	116	86	101	285	176	183	71	82	95
M8Y62_20395	CP097651.1	4226709	4228118	-	1410	91	97	86	35	43	38	172	135	109	36	33	15
M8Y62_20400	CP097651.1	4228201	4228329	-	129	28	35	27	11	10	8	54	74	49	13	10	9
M8Y62_20420	CP097651.1	4231227	4232615	+	1389	64	50	92	101	114	107	157	153	100	65	81	48
M8Y62_20425	CP097651.1	4232612	4233388	+	777	25	19	41	31	50	47	78	70	44	26	25	16
M8Y62_20430	CP097651.1	4233828	4233971	-	144	4	2	2	0	4	3	8	4	3	1	1	0
M8Y62_20435	CP097651.1	4233964	4235070	+	1107	27	43	38	24	32	38	52	44	26	20	34	15
M8Y62_20440	CP097651.1	4235090	4235989	+	900	26	20	15	30	24	18	33	40	24	18	23	10
M8Y62_20445	CP097651.1	4235989	4237038	+	1050	22	20	6	15	12	18	33	29	17	9	6	7
M8Y62_20450	CP097651.1	4237025	4237807	+	783	22	12	17	8	12	15	30	29	32	11	10	11
M8Y62_20455	CP097651.1	4237800	4238495	+	696	18	12	21	11	17	12	23	18	29	19	12	8
M8Y62_20460	CP097651.1	4238612	4238782	-	171	39	52	48	39	39	42	75	48	52	38	48	66
M8Y62_20465	CP097651.1	4239118	4239927	+	810	18	31	31	44	49	46	66	65	60	61	64	367
M8Y62_20470	CP097651.1	4239929	4240747	+	819	16	7	7	6	7	8	20	24	14	9	7	50
M8Y62_20475	CP097651.1	4240744	4241496	+	753	22	13	7	12	10	7	32	25	30	7	12	31
M8Y62_20480	CP097651.1	4241486	4242175	+	690	10	15	18	9	7	14	42	40	25	2	7	10
M8Y62_20485	CP097651.1	4242179	4242889	-	711	14	12	14	25	16	21	27	34	31	18	10	12
M8Y62_20490	CP097651.1	4242858	4244501	-	1644	32	32	20	22	32	31	57	51	33	19	37	18
M8Y62_20495	CP097651.1	4244491	4247016	-	2526	16	18	11	18	5	8	53	32	30	17	16	13
M8Y62_20500	CP097651.1	4247042	4247710	-	669	9	7	4	2	4	4	21	7	17	5	4	3
M8Y62_20505	CP097651.1	4247769	4248356	-	588	58	49	46	42	63	60	67	38	50	79	78	100
M8Y62_20510	CP097651.1	4248431	4248973	-	543	43	26	28	12	23	23	57	33	33	73	75	54
M8Y62_20515	CP097651.1	4249822	4250664	+	843	7	4	7	3	5	5	24	9	10	7	8	4
M8Y62_20520	CP097651.1	4250687	4251625	+	939	7	8	7	7	10	2	34	23	21	3	7	2
M8Y62_20525	CP097651.1	4251692	4252561	+	870	14	14	13	5	5	6	29	26	9	3	11	4
M8Y62_20530	CP097651.1	4252558	4253442	+	885	17	11	14	4	10	4	49	29	24	6	4	3
M8Y62_20535	CP097651.1	4253650	4253820	+	171	9	7	2	4	2	2	18	9	16	0	0	2
M8Y62_20540	CP097651.1	4254181	4254846	-	666	34	49	36	41	46	51	106	92	83	48	72	67
M8Y62_20545	CP097651.1	4254941	4255810	-	870	59	52	53	38	38	53	121	95	91	21	21	12
M8Y62_20550	CP097651.1	4256223	4256789	+	567	137	179	183	180	171	140	490	358	308	254	254	158
M8Y62_20555	CP097651.1	4256834	4257886	-	1053	129	123	115	56	56	46	358	199	184	69	102	61
M8Y62_20560	CP097651.1	4258176	4259279	+	1104	457	500	506	379	425	469	1537	1103	974	351	371	289
M8Y62_20565	CP097651.1	4259290	4260543	+	1254	347	373	308	290	327	400	1216	841	851	230	310	390
M8Y62_20570	CP097651.1	4260657	4260732	+	76	393	400	341	312	383	374	619	383	473	565	731	570
M8Y62_20580	CP097651.1	4261618	4262034	+	417	49	79	41	78	87	61	138	101	80	186	186	109
M8Y62_20585	CP097651.1	4262319	4263356	+	1038	9	16	5	26	46	15	41	76	17	48	43	30
M8Y62_20590	CP097651.1	4263623	4264666	-	1044	245	258	236	388	486	385	233	113	144	513	553	484
M8Y62_20595	CP097651.1	4264916	4266027	+	1112	114	103	105	78	125	101	258	178	137	191	256	125
M8Y62_20600	CP097651.1	4266641	4269286	-	2646	392	474	491	437	473	426	1584	1342	958	423	486	421
M8Y62_20605	CP097651.1	4269661	4270620	+	960	21	19	29	11	8	11	53	34	28	8	9	10
M8Y62_20610	CP097651.1	4270632	4271651	+	1020	57	61	57	21	35	31	129	81	85	36	45	29
M8Y62_20615	CP097651.1	4271655	4273190	+	1536	48	61	50	32	26	30	141	112	81	19	22	17
M8Y62_20620	CP097651.1	4273180	4274577	+	1398	57	61	38	30	28	23	125	68	50	22	26	24
M8Y62_20625	CP097651.1	4274796	4275005	+	210	553	560	530	419	458	463	860	586	537	404	417	269
M8Y62_20630	CP097651.1	4275521	4276312	+	792	270	277	245	201	162	183	1463	1219	1391	200	161	221
M8Y62_20635	CP097651.1	4276327	4276878	+	552	66	55	61	30	34	45	250	179	290	30	36	91
M8Y62_20640	CP097651.1	4276899	4278437	+	1539	179	192	149	145	145	128	704	575	699	154	126	244
M8Y62_20645	CP097651.1	4278449	4279210	+	762	72	52	66	54	55	47	242	175	241	53	53	94
M8Y62_20650	CP097651.1	4279227	4280222	+	996	118	99	100	184	209	172	470	287	346	251	273	288
M8Y62_20655	CP097651.1	4280311	4281573	+	1263	90	87	51	30	43	36	191	141	120	57	43	31
M8Y62_20660	CP097651.1	4281791	4282429	+	639	408	474	444	203	274	236	678	504	364	261	264	223
M8Y62_20665	CP097651.1	4282470	4283219	-	750	923	964	947	585	518	542	1664	1138	918	317	383	347
M8Y62_20670	CP097651.1	4283277	4283534	-	258	871	839	816	369	374	414	1667	1120	987	220	255	182
M8Y62_20675	CP097651.1	4283995	4284972	+	978	6	10	12	24	22	20	54	30	31	19	19	27
M8Y62_20680	CP097651.1	4285000	4286268	+	1269	40	75	103	110	107	92	174	134	74	81	80	54
M8Y62_20685	CP097651.1	4286294	4287742	+	1449	129	222	300	372	299	303	387	314	244	172	195	81
M8Y62_20690	CP097651.1	4287755	4289038	+	1284	96	145	185	303	249	231	332	304	176	173	174	77
M8Y62_20695	CP097651.1	4289174	4290574	+	1401	98	117	129	236	200	141	280	214	163	141	166	63
M8Y62_20700	CP097651.1	4290620	4291312	+	693	191	175	208	231	202	256	508	327	340	118	136	120
M8Y62_20705	CP097651.1	4291398	4291796	-	399	825	818	788	2046	2471	2239	2046	1427	1588	2939	3143	3788
M8Y62_20710	CP097651.1	4291854	4293098	-	1245	666	768	826	600	587	587	1299	935	838	331	407	251
M8Y62_20715	CP097651.1	4293204	4293662	-	459	213	229	262	50	55	59	663	409	440	70	101	25
M8Y62_20720	CP097651.1	4293920	4295377	+	1458	2210	2568	2445	1738	1881	2142	6373	4609	4345	1531	1711	2261
M8Y62_20725	CP097651.1	4295420	4295872	-	453	99	98	101	47	49	52	239	194	158	33	39	17
M8Y62_20730	CP097651.1	4295875	4296930	-	1056	657	747	649	378	361	396	1197	928	813	332	389	250
M8Y62_20735	CP097651.1	4297090	4297950	+	861	280	242	218	23	44	40	254	237	184	25	46	23
M8Y62_20740	CP097651.1	4298173	4298388	-	216	131	96	80	53	76	69	124	92	85	83	65	95
M8Y62_20745	CP097651.1	4298391	4299614	-	1224	1497	1471	1327	656	724	665	2001	1420	1205	452	513	734
M8Y62_20750	CP097651.1	4299627	4300223	-	597	348	399	404	83	100	92	569	471	308	95	84	162
M8Y62_20755	CP097651.1	4300230	4300868	-	639	493	525	484	127	128	139	805	618	556	98	120	186
M8Y62_20760	CP097651.1	4300861	4301655	-	795	667	749	765	115	126	139	1209	961	657	160	175	214
M8Y62_20765	CP097651.1	4301648	4302886	-	1239	754	817	759	251	350	307	1772	1333	969	343	356	424
M8Y62_20770	CP097651.1	4302890	4304233	-	1344	918	928	929	368	405	447	2215	1860	1290	407	397	456
M8Y62_20775	CP097651.1	4304645	4305385	+	741	327	371	380	208	206	218	1078	766	621	283	288	121
M8Y62_20780	CP097651.1	4305356	4306123	-	768	660	767	736	1147	1256	1338	2395	1709	1712	1704	1889	1536
M8Y62_20785	CP097651.1	4306198	4306779	-	582	322	387	368	372	389	461	998	715	745	513	566	474
M8Y62_20790	CP097651.1	4307019	4309463	+	2445	1444	1109	857	909	1120	1272	1867	1780	2575	435	529	2956
M8Y62_20795	CP097651.1	4309642	4310412	+	771	502	565	547	444	510	516	871	601	548	409	386	458
M8Y62_20800	CP097651.1	4310443	4311033	-	591	49	63	53	80	71	79	123	104	79	50	66	31
M8Y62_20805	CP097651.1	4311137	4312018	+	882	250	270	278	295	349	332	597	411	352	260	282	310
M8Y62_20810	CP097651.1	4312078	4312154	-	77	15	20	20	30	23	20	43	27	14	31	26	31
M8Y62_20815	CP097651.1	4312288	4313019	-	732	357	399	408	255	254	261	775	529	487	210	221	154
M8Y62_20820	CP097651.1	4313084	4313551	+	468	343	387	373	204	235	206	525	334	363	231	206	163
M8Y62_20825	CP097651.1	4313548	4314270	-	723	416	425	460	410	477	436	853	579	541	336	404	294
M8Y62_20830	CP097651.1	4314303	4315058	+	756	120	140	113	175	165	216	316	219	170	157	164	110
M8Y62_20835	CP097651.1	4315130	4316497	+	1368	2748	2906	2759	928	974	992	3036	2192	1999	707	810	498
M8Y62_20840	CP097651.1	4316555	4317325	-	771	196	246	242	293	339	370	930	616	525	304	335	255
M8Y62_20845	CP097651.1	4317417	4318214	-	798	445	483	590	489	511	574	1594	1203	896	504	511	329
M8Y62_20850	CP097651.1	4318317	4319507	-	1191	60	43	38	25	21	29	117	64	70	20	22	19
M8Y62_20855	CP097651.1	4319612	4320517	+	906	406	413	470	941	990	957	1436	961	979	888	894	845
M8Y62_20860	CP097651.1	4320563	4321366	-	804	60	68	62	19	12	27	211	133	103	27	14	21
M8Y62_20865	CP097651.1	4321531	4321607	-	77	27	26	17	21	31	24	63	29	40	31	33	31
M8Y62_20870	CP097651.1	4321665	4321780	-	116	24	24	38	44	34	36	62	35	43	53	96	48
M8Y62_20875	CP097651.1	4321877	4324776	-	2900	10473	13546	16744	27706	20870	10475	18235	11732	3136	9527	17765	26183
M8Y62_20880	CP097651.1	4324942	4325017	-	76	17	12	14	8	9	7	39	30	43	19	20	6
M8Y62_20885	CP097651.1	4325054	4325130	-	77	270	250	235	70	87	86	252	159	141	101	92	59
M8Y62_20890	CP097651.1	4325199	4326738	-	1540	7767	10101	13386	20080	17148	9876	11738	8307	2571	10997	17344	21271
M8Y62_20895	CP097651.1	4327107	4327673	-	567	765	811	801	1050	1155	1187	1718	1166	1183	1092	1171	980
M8Y62_20900	CP097651.1	4327862	4328893	+	1032	164	168	144	73	92	101	441	313	330	192	210	139
M8Y62_20905	CP097651.1	4328886	4329539	+	654	70	69	85	43	41	43	251	181	166	42	51	44
M8Y62_20910	CP097651.1	4329583	4330398	+	816	239	208	203	300	277	309	685	475	428	317	345	373
M8Y62_20915	CP097651.1	4330506	4330913	+	408	138	179	189	152	192	154	550	406	438	194	186	133
M8Y62_20920	CP097651.1	4330910	4331617	+	708	196	240	237	105	105	118	595	424	396	137	124	87
M8Y62_20925	CP097651.1	4331730	4333448	+	1719	766	902	886	586	722	808	2815	1958	1856	526	618	462
M8Y62_20930	CP097651.1	4333507	4334349	+	843	183	194	236	60	51	38	533	371	314	35	37	23
M8Y62_20935	CP097651.1	4334481	4335179	-	699	591	614	598	552	608	651	1693	1329	1215	525	522	379
M8Y62_20940	CP097651.1	4335222	4335635	-	414	323	318	309	157	170	201	695	476	444	59	84	53
M8Y62_20945	CP097651.1	4335632	4336177	-	546	189	231	227	157	171	155	647	533	453	147	158	138
M8Y62_20950	CP097651.1	4336374	4336574	+	201	516	564	622	677	730	745	922	640	629	684	682	653
M8Y62_20955	CP097651.1	4336561	4336821	+	261	348	412	368	305	412	353	704	498	472	437	454	368
M8Y62_20960	CP097651.1	4336835	4338148	-	1314	174	151	164	85	92	110	518	334	303	60	75	78
M8Y62_20965	CP097651.1	4338202	4338591	-	390	313	312	318	353	398	366	491	322	348	302	312	387
M8Y62_20970	CP097651.1	4338638	4340791	-	2154	385	529	511	985	1129	1141	1748	1441	1336	1161	1297	1466
M8Y62_20975	CP097651.1	4340905	4341864	-	960	1403	1645	1450	690	671	880	2757	2065	1877	342	358	363
M8Y62_20980	CP097651.1	4341877	4345359	-	3483	3261	3607	3001	1193	1236	1376	4700	3349	3266	708	817	712
M8Y62_20985	CP097651.1	4345377	4345976	-	600	380	406	327	169	159	185	727	542	576	145	144	80
M8Y62_20990	CP097651.1	4345973	4347124	-	1152	368	413	369	219	242	247	898	699	624	142	177	114
M8Y62_20995	CP097651.1	4347124	4347912	-	789	1590	1647	1550	1766	2019	1946	3383	2621	2302	1993	2023	1790
M8Y62_21000	CP097651.1	4347916	4348371	-	456	1309	1378	1281	1033	1125	1058	2237	1667	1467	927	855	740
M8Y62_21005	CP097651.1	4348477	4349502	-	1026	1794	1940	1654	518	582	706	2909	2138	1985	598	671	703
M8Y62_21010	CP097651.1	4349506	4349991	-	486	3380	3453	2598	1970	2522	2554	3373	2475	2496	3596	3742	5971
M8Y62_21015	CP097651.1	4350113	4352542	-	2430	8956	9318	7696	3491	3868	4158	12543	9347	8600	3578	3816	4154
M8Y62_21020	CP097651.1	4352574	4353926	-	1353	5712	6114	5176	1901	2312	2443	10040	7328	7260	2101	2131	1642
M8Y62_21025	CP097651.1	4353938	4354795	-	858	1103	1217	1095	433	484	583	1872	1443	1346	323	386	190
M8Y62_21030	CP097651.1	4354808	4355566	-	759	1599	1805	1767	597	672	722	2863	2096	1880	408	478	292
M8Y62_21035	CP097651.1	4355804	4357006	-	1203	1099	1222	1163	501	451	521	1842	1260	1235	228	244	159
M8Y62_21040	CP097651.1	4357235	4357792	-	558	1162	1262	1199	1289	1403	1432	3138	2236	2189	1282	1325	1160
M8Y62_21045	CP097651.1	4357943	4358668	-	726	439	479	583	148	158	215	1476	963	909	128	145	107
M8Y62_21050	CP097651.1	4358819	4359670	-	852	2231	2294	1973	1029	1207	1242	4348	3039	2883	1371	1479	1815
M8Y62_21055	CP097651.1	4359790	4360515	-	726	7239	7509	6629	1863	2253	2562	10052	6659	6348	1974	2236	2868
M8Y62_21060	CP097651.1	4360838	4361632	+	795	584	762	829	434	462	539	1542	1020	924	234	251	209
M8Y62_21065	CP097651.1	4361690	4364353	+	2664	800	888	898	807	901	986	1967	1534	1202	481	589	568
M8Y62_21070	CP097651.1	4364384	4365208	+	825	1196	1340	1348	1284	1480	1521	2892	1938	1863	1340	1478	1562
M8Y62_21075	CP097651.1	4365316	4365702	+	387	301	353	402	747	834	887	1276	861	870	1016	1123	1546
M8Y62_21080	CP097651.1	4365821	4366978	-	1158	459	445	408	366	361	338	1633	1057	1335	447	586	487
M8Y62_21085	CP097651.1	4367145	4368578	-	1434	13332	12801	11899	8260	10041	10957	51829	37922	45988	10081	10472	19004
M8Y62_21090	CP097651.1	4368713	4370227	-	1515	475	481	505	614	742	842	1149	842	832	721	872	934
M8Y62_21095	CP097651.1	4370311	4371009	+	699	626	756	752	820	887	913	1812	1327	1314	646	678	689
M8Y62_21100	CP097651.1	4371002	4371802	+	801	123	144	150	139	138	187	603	443	395	122	136	102
M8Y62_21105	CP097651.1	4371839	4372462	+	624	121	157	117	90	91	98	366	283	233	118	107	87
M8Y62_21110	CP097651.1	4372534	4372878	-	345	773	805	794	560	568	757	1526	1196	1193	584	620	721
M8Y62_21115	CP097651.1	4372960	4374378	-	1419	205	239	192	267	291	276	524	393	383	207	217	118
M8Y62_21120	CP097651.1	4374559	4375839	+	1281	284	343	310	493	487	585	1600	1115	1027	351	424	390
M8Y62_21125	CP097651.1	4375976	4377958	-	1983	74	79	76	38	55	50	432	312	288	32	29	30
M8Y62_21130	CP097651.1	4377955	4378845	-	891	18	6	24	4	3	4	120	79	62	8	5	6
M8Y62_21135	CP097651.1	4378845	4379642	-	798	18	13	13	12	3	10	139	93	98	4	5	1
M8Y62_21140	CP097651.1	4379688	4381895	-	2208	200	250	203	96	101	112	1397	827	967	111	126	97
M8Y62_21145	CP097651.1	4382130	4384682	-	2553	2413	2607	2505	1203	1388	1486	4615	3350	3204	944	1024	891
M8Y62_21150	CP097651.1	4385073	4385207	+	135	2	5	2	1	0	0	5	1	1	1	2	2
M8Y62_21155	CP097651.1	4385270	4385644	+	375	39	63	48	26	23	36	138	85	81	45	44	40
M8Y62_21160	CP097651.1	4385683	4386240	-	558	99	71	74	52	68	55	199	121	109	95	86	66
M8Y62_21170	CP097651.1	4387943	4391251	-	3309	252	247	160	42	29	48	269	183	172	31	42	34
M8Y62_21175	CP097651.1	4391436	4391573	+	138	0	3	2	0	3	1	7	4	4	0	0	1
M8Y62_21180	CP097651.1	4391558	4392400	+	843	32	31	25	7	9	7	49	22	29	3	5	4
M8Y62_21190	CP097651.1	4394380	4395873	+	1494	32	37	15	22	9	8	41	23	22	4	4	2
M8Y62_21195	CP097651.1	4395875	4397089	+	1215	15	9	11	6	9	13	24	20	20	2	6	2
M8Y62_21200	CP097651.1	4397110	4397532	+	423	11	7	11	9	18	13	22	17	18	11	13	3
M8Y62_21205	CP097651.1	4397532	4398047	+	516	7	7	1	1	3	4	8	9	8	3	1	1
M8Y62_21210	CP097651.1	4398044	4398409	+	366	2	2	7	1	2	1	10	6	10	0	0	2
M8Y62_21215	CP097651.1	4398406	4399002	+	597	14	13	4	2	5	5	13	15	11	1	2	2
M8Y62_21220	CP097651.1	4398999	4399985	+	987	7	3	4	2	5	3	17	15	4	2	3	2
M8Y62_21225	CP097651.1	4399972	4401165	+	1194	4	6	3	2	3	2	10	10	7	2	0	0
M8Y62_21230	CP097651.1	4401158	4401643	+	486	0	2	5	0	2	5	8	7	8	0	0	0
M8Y62_21235	CP097651.1	4401633	4402379	+	747	13	15	14	2	1	3	31	27	14	2	0	3
M8Y62_21240	CP097651.1	4402376	4403176	+	801	39	51	41	8	14	13	79	70	42	8	3	2
M8Y62_21245	CP097651.1	4403224	4405653	-	2430	481	476	451	266	292	373	937	706	655	216	255	189
M8Y62_21250	CP097651.1	4405726	4406262	+	537	92	80	80	28	26	43	205	147	116	30	26	30
M8Y62_21255	CP097651.1	4406262	4406978	+	717	674	813	820	1367	1294	1141	1115	772	691	1499	1783	972
M8Y62_21260	CP097651.1	4407141	4407596	+	456	2547	2741	2489	3602	3892	3608	4433	2966	3267	5661	5923	6134
M8Y62_21265	CP097651.1	4407656	4408537	+	882	254	310	289	169	162	164	853	682	559	110	171	102
M8Y62_21270	CP097651.1	4408600	4409994	+	1395	679	840	971	231	263	284	2113	1516	1226	219	246	108
M8Y62_21275	CP097651.1	4409991	4410470	+	480	97	95	55	64	93	112	286	206	227	78	87	80
M8Y62_21280	CP097651.1	4410591	4411382	+	792	234	273	309	217	267	249	1132	847	714	292	296	241
M8Y62_21285	CP097651.1	4411394	4412248	+	855	315	422	378	178	182	246	1231	948	776	175	216	151
M8Y62_21290	CP097651.1	4412341	4412721	+	381	471	534	501	359	444	445	1347	968	880	484	531	447
M8Y62_21295	CP097651.1	4412757	4414010	-	1254	564	594	594	231	265	208	1330	1069	833	177	196	131
M8Y62_21300	CP097651.1	4414069	4414509	-	441	753	809	835	438	450	457	1454	1034	805	336	339	430
M8Y62_21305	CP097651.1	4414632	4415402	-	771	258	323	315	160	185	199	457	311	277	116	124	97
M8Y62_21310	CP097651.1	4415399	4416325	-	927	677	699	731	283	316	302	1060	830	653	229	200	155
M8Y62_21315	CP097651.1	4416510	4417172	+	663	350	419	441	196	206	219	765	575	499	218	196	140
M8Y62_21320	CP097651.1	4417232	4417768	-	537	547	615	618	429	461	455	1054	858	771	416	405	311
M8Y62_21325	CP097651.1	4417773	4417892	-	120	2	4	2	0	1	0	3	7	1	1	1	0
M8Y62_21330	CP097651.1	4417973	4420363	+	2391	1269	1323	1386	2183	1914	2438	1765	1385	1211	827	992	637
M8Y62_21335	CP097651.1	4420447	4422045	-	1599	1389	1409	1405	2527	2652	2599	2827	1978	2097	2555	2901	1725
M8Y62_21340	CP097651.1	4422191	4422538	+	348	1353	1544	1588	634	734	668	1250	886	654	798	639	546
M8Y62_21345	CP097651.1	4422786	4423196	+	411	35	22	26	22	15	16	90	50	53	20	25	14
M8Y62_21355	CP097651.1	4424027	4425220	+	1194	86	99	81	44	42	55	216	175	156	54	53	33
M8Y62_21360	CP097651.1	4425370	4426230	+	861	304	280	295	296	377	359	630	467	435	341	388	294
M8Y62_21365	CP097651.1	4426255	4427049	+	795	313	329	327	358	490	459	829	657	612	452	505	387
M8Y62_21370	CP097651.1	4427122	4427484	-	363	543	577	476	868	971	863	872	635	666	1610	1555	1011
M8Y62_21375	CP097651.1	4427671	4430268	-	2598	5813	6108	6556	7282	8719	11244	17775	12328	13782	8671	9556	18769
M8Y62_21380	CP097651.1	4430700	4432307	+	1608	292	376	462	275	329	358	1781	1514	1417	268	265	206
M8Y62_21385	CP097651.1	4432319	4433125	+	807	134	165	177	75	64	76	573	467	407	57	59	39
M8Y62_21390	CP097651.1	4433172	4433456	-	285	150	96	89	23	21	16	733	716	646	14	24	10
M8Y62_21395	CP097651.1	4433621	4435045	-	1425	4227	4519	4390	5576	6369	6985	15939	11237	12756	6578	7072	10614
M8Y62_21400	CP097651.1	4435252	4437150	-	1899	2016	2092	1944	1614	1679	1833	13716	9926	11102	1393	1650	1940
M8Y62_21405	CP097651.1	4437165	4439828	-	2664	2456	2299	2210	1842	2075	2424	16851	12171	13042	1444	1520	1654
M8Y62_21410	CP097651.1	4439965	4440744	-	780	525	487	473	230	289	360	1719	1176	1435	213	213	220
M8Y62_21415	CP097651.1	4441388	4442758	+	1371	268	396	477	781	854	861	1247	1032	869	703	679	707
M8Y62_21420	CP097651.1	4442943	4444349	+	1407	62	63	56	38	59	36	184	136	92	55	54	46
M8Y62_21425	CP097651.1	4444349	4445299	+	951	128	140	119	105	129	151	429	353	303	94	135	99
M8Y62_21430	CP097651.1	4445535	4446389	-	855	443	487	433	1121	1266	1239	1347	943	1106	1366	1633	1395
M8Y62_21435	CP097651.1	4446386	4446949	-	564	520	583	607	631	752	686	1411	995	949	557	544	455
M8Y62_21440	CP097651.1	4447083	4447976	+	894	271	375	390	492	551	578	1040	698	760	721	749	617
M8Y62_21445	CP097651.1	4448158	4448589	+	432	4	15	12	6	1	2	23	14	15	4	5	0
M8Y62_21450	CP097651.1	4448600	4449985	+	1386	21	18	24	6	10	6	52	35	23	4	4	5
M8Y62_21455	CP097651.1	4449975	4451180	+	1206	51	55	46	17	18	11	137	83	59	12	15	9
M8Y62_21460	CP097651.1	4451217	4452260	-	1044	436	428	394	254	278	305	1189	765	614	298	349	166
M8Y62_21465	CP097651.1	4452604	4453224	+	621	527	570	613	534	565	449	1552	1164	984	437	534	322
M8Y62_21470	CP097651.1	4453224	4453967	+	744	184	224	260	186	198	215	669	587	367	91	107	56
M8Y62_21475	CP097651.1	4453977	4454171	+	195	54	80	84	53	61	68	244	203	123	32	42	32
M8Y62_21480	CP097651.1	4454224	4454616	-	393	163	189	124	82	114	110	370	265	245	90	122	106
M8Y62_21485	CP097651.1	4454675	4457380	-	2706	7659	8254	7381	2758	3024	3017	11562	8476	7020	1523	1558	1089
M8Y62_21490	CP097651.1	4457443	4457940	-	498	564	648	700	227	231	234	1537	1153	998	179	183	126
M8Y62_21495	CP097651.1	4458263	4459180	-	918	16466	17411	15882	14709	15578	14910	26292	18835	18806	15129	14823	13156
M8Y62_21500	CP097651.1	4459281	4460432	-	1152	7304	7708	6794	6212	6733	6371	12157	8948	9329	5373	5380	4398
M8Y62_21505	CP097651.1	4460495	4461757	-	1263	4381	4627	4017	2066	2187	2010	7155	5387	5233	1579	1571	1221
M8Y62_21510	CP097651.1	4461754	4462584	-	831	2085	2124	1757	494	581	564	2925	2335	2221	359	362	267
M8Y62_21515	CP097651.1	4462586	4463506	-	921	1999	1987	1597	1037	1032	965	2981	2257	2303	831	779	595
M8Y62_21520	CP097651.1	4463499	4464974	-	1476	2646	2849	2438	771	822	978	4278	3344	3058	310	310	241
M8Y62_21525	CP097651.1	4465022	4466092	-	1071	2508	2574	2119	738	902	751	3962	3114	3101	646	609	543
M8Y62_21530	CP097651.1	4466089	4467363	-	1275	2313	2492	2030	419	473	492	3037	2340	2129	206	200	240
